
 num     #instances         #bytes  class name
 931:             1             24  io.netty.channel.nio.SelectedSelectionKeySet
 932:             1             24  io.netty.channel.nio.SelectedSelectionKeySetSelector
 933:             1             24  io.netty.handler.codec.protobuf.ProtobufEncoder
 934:             1             24  io.netty.handler.codec.protobuf.ProtobufVarint32LengthFieldPrepender
 935:             1             24  io.netty.resolver.AddressResolverGroup$1
 936:             1             24  io.netty.resolver.DefaultAddressResolverGroup
 937:             1             24  io.netty.resolver.DefaultNameResolver
 938:             1             24  io.netty.resolver.InetSocketAddressResolver
 939:             1             24  io.netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory
 940:             1             24  io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTwoEventExecutorChooser
 941:             1             24  io.netty.util.concurrent.DefaultFutureListeners
 942:             1             24  io.netty.util.concurrent.FailedFuture
 943:             1             24  io.netty.util.internal.ThreadExecutorMap$1
 944:             1             24  io.netty.util.internal.ThreadExecutorMap$2
 945:             1             24  io.netty.util.internal.ThreadExecutorMap$3
 946:             1             24  java.lang.ClassValue$Version
 947:             1             24  java.lang.Double
 948:             1             24  java.lang.invoke.MethodHandleImpl$4
 949:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet
 950:             1             24  java.net.Inet6AddressImpl
 951:             1             24  java.nio.file.LinkOption
 952:             1             24  java.security.AllPermissionCollection
 953:             1             24  java.util.BitSet
 954:             1             24  java.util.Collections$3
 955:             1             24  java.util.Collections$EmptyMap
 956:             1             24  java.util.Collections$SynchronizedRandomAccessList
 957:             1             24  java.util.Collections$UnmodifiableList
 958:             1             24  java.util.Date
 959:             1             24  java.util.Locale$Cache
 960:             1             24  java.util.ResourceBundle$Control$CandidateListCache
 961:             1             24  java.util.concurrent.Executors$RunnableAdapter
 962:             1             24  java.util.concurrent.TimeUnit$1
 963:             1             24  java.util.concurrent.TimeUnit$2
 964:             1             24  java.util.concurrent.TimeUnit$3
 965:             1             24  java.util.concurrent.TimeUnit$4
 966:             1             24  java.util.concurrent.TimeUnit$5
 967:             1             24  java.util.concurrent.TimeUnit$6
 968:             1             24  java.util.concurrent.TimeUnit$7
 969:             1             24  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl$1
 970:             1             24  java.util.logging.LogManager$2
 971:             1             24  java.util.logging.LogManager$LoggerContext
 972:             1             24  java.util.logging.LoggingPermission
 973:             1             24  java.util.regex.Pattern$Dollar
 974:             1             24  java.util.regex.Pattern$Pos
 975:             1             24  java.util.regex.Pattern$Ques
 976:             1             24  kotlin.collections.ArrayAsCollection
 977:             1             24  org.apache.log4j.helpers.ISO8601DateFormat
 978:             1             24  org.jetbrains.jps.android.AndroidManifestMergingTarget$MyTargetType
 979:             1             24  org.jetbrains.jps.android.builder.AndroidAarDepsBuildTarget$MyTargetType
 980:             1             24  org.jetbrains.jps.android.builder.AndroidDexBuildTarget$MyTargetType
 981:             1             24  org.jetbrains.jps.android.builder.AndroidLibraryPackagingTarget$MyTargetType
 982:             1             24  org.jetbrains.jps.android.builder.AndroidPackagingBuildTarget$MyTargetType
 983:             1             24  org.jetbrains.jps.android.builder.AndroidPreDexBuildTarget$MyTargetType
 984:             1             24  org.jetbrains.jps.android.builder.AndroidResourceCachingBuildTarget$MyTargetType
 985:             1             24  org.jetbrains.jps.android.builder.AndroidResourcePackagingBuildTarget$MyTargetType
 986:             1             24  org.jetbrains.jps.android.model.JpsAndroidSdkType
 987:             1             24  org.jetbrains.jps.android.model.impl.JpsAndroidModelSerializerExtension$1
 988:             1             24  org.jetbrains.jps.android.model.impl.JpsAndroidModelSerializerExtension$2
 989:             1             24  org.jetbrains.jps.api.CmdlineRemoteProto$Message$Builder
 990:             1             24  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Builder
 991:             1             24  org.jetbrains.jps.api.CmdlineRemoteProto$Message$UUID$Builder
 992:             1             24  org.jetbrains.jps.backwardRefs.JavaBackwardReferenceIndexBuilder
 993:             1             24  org.jetbrains.jps.builders.impl.BuildTargetRegistryImpl
 994:             1             24  org.jetbrains.jps.builders.java.dependencyView.ClassFileReprExternalizer
 995:             1             24  org.jetbrains.jps.builders.java.dependencyView.DependencyContext$1
 996:             1             24  org.jetbrains.jps.builders.java.dependencyView.IntObjectPersistentMultiMaplet
 997:             1             24  org.jetbrains.jps.builders.java.dependencyView.IntObjectPersistentMultiMaplet$CollectionDataExternalizer
 998:             1             24  org.jetbrains.jps.builders.java.dependencyView.ObjectObjectPersistentMultiMaplet$CollectionDataExternalizer
 999:             1             24  org.jetbrains.jps.cmdline.BuildMain$1
1000:             1             24  org.jetbrains.jps.devkit.model.JpsIdeaSdkType
1001:             1             24  org.jetbrains.jps.gradle.model.impl.JpsGradleExtensionServiceImpl
1002:             1             24  org.jetbrains.jps.gwt.build.GwtBuildTargetType
1003:             1             24  org.jetbrains.jps.incremental.artifacts.ArtifactBuildTargetType
1004:             1             24  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver$ProjectDependenciesResolvingTargetType
1005:             1             24  org.jetbrains.jps.incremental.fs.FilesDelta
1006:             1             24  org.jetbrains.jps.incremental.groovy.GreclipseBuilder$1
1007:             1             24  org.jetbrains.jps.incremental.groovy.GreclipseJpsCompilerSettings
1008:             1             24  org.jetbrains.jps.incremental.groovy.GreclipseSettings
1009:             1             24  org.jetbrains.jps.incremental.groovy.GroovyResourceRootDescriptor
1010:             1             24  org.jetbrains.jps.incremental.instrumentation.NotNullInstrumentingBuilder
1011:             1             24  org.jetbrains.jps.incremental.java.JavaBuilder
1012:             1             24  org.jetbrains.jps.incremental.relativizer.GradlePathRelativizer
1013:             1             24  org.jetbrains.jps.incremental.relativizer.MavenPathRelativizer
1014:             1             24  org.jetbrains.jps.incremental.relativizer.PathRelativizerService
1015:             1             24  org.jetbrains.jps.intellilang.instrumentation.PatternValidatorBuilder
1016:             1             24  org.jetbrains.jps.intellilang.model.impl.JpsIntelliLangConfigurationImpl
1017:             1             24  org.jetbrains.jps.javaee.build.jspValidation.JspValidationTarget$Type
1018:             1             24  org.jetbrains.jps.maven.model.impl.JpsMavenExtensionServiceImpl
1019:             1             24  org.jetbrains.jps.model.ex.JpsFactoryElementChildRoleBase
1020:             1             24  org.jetbrains.jps.model.impl.JpsElementFactoryImpl$1
1021:             1             24  org.jetbrains.jps.model.impl.JpsFileTypesConfigurationImpl
1022:             1             24  org.jetbrains.jps.model.impl.JpsSimpleElementImpl
1023:             1             24  org.jetbrains.jps.model.java.JavaSourceRootProperties
1024:             1             24  org.jetbrains.jps.model.java.JpsJavaSdkType
1025:             1             24  org.jetbrains.jps.model.java.impl.JpsJavaProjectExtensionImpl
1026:             1             24  org.jetbrains.jps.model.java.impl.compiler.JpsValidationConfigurationImpl
1027:             1             24  org.jetbrains.jps.model.module.impl.JpsDependenciesListImpl
1028:             1             24  org.jetbrains.jps.model.module.impl.JpsModuleSourceDependencyImpl
1029:             1             24  org.jetbrains.jps.model.module.impl.JpsSdkDependencyImpl
1030:             1             24  org.jetbrains.jps.model.module.impl.JpsSdkReferenceRole
1031:             1             24  org.jetbrains.jps.model.serialization.JpsGlobalLoader$FileTypesSerializer
1032:             1             24  org.jetbrains.jps.model.serialization.JpsGlobalLoader$GlobalLibrariesSerializer
1033:             1             24  org.jetbrains.jps.model.serialization.JpsGlobalLoader$SdkTableSerializer
1034:             1             24  org.jetbrains.jps.model.serialization.impl.JpsModuleSerializationDataExtensionImpl
1035:             1             24  org.jetbrains.jps.model.serialization.impl.JpsPathVariablesConfigurationImpl
1036:             1             24  org.jetbrains.jps.model.serialization.impl.JpsProjectSerializationDataExtensionImpl
1037:             1             24  org.jetbrains.jps.model.serialization.jarRepository.JpsRemoteRepositoriesConfigurationSerializer
1038:             1             24  org.jetbrains.jps.model.serialization.java.JpsJavaModelSerializerExtension$JavaSourceRootPropertiesSerializer
1039:             1             24  org.jetbrains.jps.model.serialization.library.JpsSdkTableSerializer$1
1040:             1             24  org.jetbrains.jps.model.serialization.runConfigurations.JpsUnknownRunConfigurationType
1041:             1             24  org.jetbrains.jps.service.impl.JpsServiceManagerImpl
1042:             1             24  org.jetbrains.jps.uiDesigner.compiler.FormsBindingManager
1043:             1             24  org.jetbrains.jps.uiDesigner.compiler.FormsInstrumenter
1044:             1             24  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerConfigurationImpl
1045:             1             24  org.jetbrains.jps.webSphere.LooseAppBuildTargetType
1046:             1             24  org.jetbrains.kotlin.jps.build.KotlinBuilder
1047:             1             24  org.jetbrains.kotlin.jps.build.TeamcityStatisticsLogger
1048:             1             24  org.jetbrains.kotlin.jps.model.Kotlin2JsCompilerArgumentsSerializer$1
1049:             1             24  org.jetbrains.kotlin.jps.model.Kotlin2JvmCompilerArgumentsSerializer$1
1050:             1             24  org.jetbrains.kotlin.jps.model.KotlinCommonCompilerArgumentsSerializer$1
1051:             1             24  org.jetbrains.kotlin.jps.model.KotlinCompilerSettingsSerializer$1
1052:             1             24  org.jetbrains.osgi.jps.build.OsmorcBuildTargetType
1053:             1             24  org.jetbrains.osgi.jps.model.impl.JpsOsmorcProjectExtensionImpl
1054:             1             24  org.jetbrains.osgi.jps.model.impl.OsmorcProjectExtensionProperties
1055:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
1056:             1             24  sun.launcher.LauncherHelper
1057:             1             24  sun.nio.ch.PipeImpl
1058:             1             24  sun.nio.ch.WindowsSelectorImpl$FinishLock
1059:             1             24  sun.nio.ch.WindowsSelectorImpl$StartLock
1060:             1             24  sun.nio.cs.ISO_8859_1
1061:             1             24  sun.nio.cs.MS1251
1062:             1             24  sun.nio.cs.ThreadLocalCoders$1
1063:             1             24  sun.nio.cs.ThreadLocalCoders$2
1064:             1             24  sun.nio.cs.US_ASCII
1065:             1             24  sun.nio.cs.UTF_16
1066:             1             24  sun.nio.cs.UTF_16BE
1067:             1             24  sun.nio.cs.UTF_16LE
1068:             1             24  sun.nio.cs.UTF_32BE
1069:             1             24  sun.nio.cs.UTF_32LE
1070:             1             24  sun.nio.cs.UTF_8
1071:             1             24  sun.nio.cs.ext.GBK
1072:             1             24  sun.nio.fs.WindowsSecurityDescriptor
1073:             1             24  sun.reflect.generics.scope.MethodScope
1074:             1             24  sun.reflect.generics.tree.Wildcard
1075:             1             24  sun.security.util.DisabledAlgorithmConstraints
1076:             1             24  sun.util.locale.BaseLocale$Cache
1077:             1             24  sun.util.locale.provider.CalendarDataProviderImpl
1078:             1             24  sun.util.locale.provider.CalendarProviderImpl
1079:             1             16  [Lcom.intellij.openapi.util.Key;
1080:             1             16  [Lcom.intellij.openapi.util.TextRange;
1081:             1             16  [Lio.netty.util.AsciiString;
1082:             1             16  [Ljava.beans.EventSetDescriptor;
1083:             1             16  [Ljava.lang.Throwable;
1084:             1             16  [Ljava.security.CodeSigner;
1085:             1             16  [Ljava.security.Provider;
1086:             1             16  [Ljava.security.cert.X509Certificate;
1087:             1             16  [Ljava.util.Collection;
1088:             1             16  [Ljava.util.logging.Handler;
1089:             1             16  [Ljavax.security.cert.X509Certificate;
1090:             1             16  [Lsun.reflect.generics.tree.TypeSignature;
1091:             1             16  com.google.protobuf.UnsafeUtil$1
1092:             1             16  com.google.protobuf.UnsafeUtil$JvmMemoryAccessor
1093:             1             16  com.intellij.flex.model.JpsFlexModelSerializerExtension
1094:             1             16  com.intellij.flex.model.module.JpsFlexModuleType
1095:             1             16  com.intellij.flex.model.run.JpsFlashRunConfigurationType
1096:             1             16  com.intellij.flex.model.run.JpsFlexUnitRunConfigurationType
1097:             1             16  com.intellij.jps.flex.build.FlexBuilderService
1098:             1             16  com.intellij.jps.flex.build.FlexExcludedJavaSourceRootProvider
1099:             1             16  com.intellij.jps.flex.build.FlexResourceBuilder
1100:             1             16  com.intellij.lang.aspectj.build.AjBuilderService
1101:             1             16  com.intellij.lang.aspectj.build.AjModelSerializerExtension
1102:             1             16  com.intellij.openapi.diagnostic.DefaultLogger
1103:             1             16  com.intellij.openapi.diagnostic.Logger$$Lambda$4/1190654826
1104:             1             16  com.intellij.openapi.fileTypes.WildcardFileNameMatcher$SuffixMatcher
1105:             1             16  com.intellij.openapi.util.EmptyRunnable
1106:             1             16  com.intellij.openapi.util.JDOMUtil$$Lambda$9/1540011289
1107:             1             16  com.intellij.openapi.util.JDOMUtil$EmptyTextFilter
1108:             1             16  com.intellij.openapi.util.SafeJdomFactory$BaseSafeJdomFactory
1109:             1             16  com.intellij.openapi.util.ThreadLocalCachedByteArray
1110:             1             16  com.intellij.openapi.util.io.FileSystemUtil$IdeaWin32MediatorImpl
1111:             1             16  com.intellij.openapi.util.io.FileUtil$1
1112:             1             16  com.intellij.openapi.util.io.FileUtil$2
1113:             1             16  com.intellij.openapi.util.io.FileUtilRt$1
1114:             1             16  com.intellij.openapi.util.io.FileUtilRt$2
1115:             1             16  com.intellij.openapi.util.io.FileUtilRt$3
1116:             1             16  com.intellij.openapi.util.io.NullAppendable
1117:             1             16  com.intellij.openapi.util.io.win32.IdeaWin32
1118:             1             16  com.intellij.openapi.util.text.StringUtil$$Lambda$1/777874839
1119:             1             16  com.intellij.openapi.util.text.StringUtil$$Lambda$2/930990596
1120:             1             16  com.intellij.openapi.util.text.StringUtil$$Lambda$3/565760380
1121:             1             16  com.intellij.util.ArrayUtil$$Lambda$11/2054574951
1122:             1             16  com.intellij.util.ArrayUtil$$Lambda$12/1991294891
1123:             1             16  com.intellij.util.ConcurrencyUtil$$Lambda$6/1807837413
1124:             1             16  com.intellij.util.SmartList$$Lambda$10/1605283233
1125:             1             16  com.intellij.util.concurrency.BoundedTaskExecutor$$Lambda$15/1151593579
1126:             1             16  com.intellij.util.containers.ContainerUtilRt$EmptyList
1127:             1             16  com.intellij.util.containers.EmptyIterator
1128:             1             16  com.intellij.util.containers.UnsafeWeakList$$Lambda$42/665726928
1129:             1             16  com.intellij.util.containers.UnsafeWeakList$$Lambda$43/790067787
1130:             1             16  com.intellij.util.containers.hash.EqualityPolicy$1
1131:             1             16  com.intellij.util.containers.hash.EqualityPolicy$2
1132:             1             16  com.intellij.util.io.EnumeratorIntegerDescriptor
1133:             1             16  com.intellij.util.io.EnumeratorStringDescriptor$EnumeratorStringDescriptorImpl
1134:             1             16  com.intellij.util.io.IOUtil$1
1135:             1             16  com.intellij.util.io.Page$$Lambda$40/112302969
1136:             1             16  com.intellij.util.io.PersistentHashMap$5
1137:             1             16  com.intellij.util.io.PersistentHashMapValueStorage$CreationTimeOptions$1
1138:             1             16  com.intellij.util.io.PersistentStringEnumerator$1
1139:             1             16  com.intellij.util.keyFMap.EmptyFMap
1140:             1             16  com.intellij.util.text.CaseInsensitiveStringHashingStrategy
1141:             1             16  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
1142:             1             16  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
1143:             1             16  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
1144:             1             16  com.sun.org.apache.xerces.internal.util.NamespaceContextWrapper
1145:             1             16  com.sun.org.apache.xerces.internal.utils.SecuritySupport
1146:             1             16  com.sun.proxy.$Proxy4
1147:             1             16  com.sun.proxy.$Proxy5
1148:             1             16  com.sun.proxy.$Proxy6
1149:             1             16  gnu.trove.TObjectCanonicalHashingStrategy
1150:             1             16  gnu.trove.TObjectHash$NULL
1151:             1             16  gnu.trove.TObjectIdentityHashingStrategy
1152:             1             16  io.netty.bootstrap.BootstrapConfig
1153:             1             16  io.netty.buffer.AbstractReferenceCountedByteBuf$1
1154:             1             16  io.netty.buffer.ByteBufUtil$1
1155:             1             16  io.netty.buffer.ByteBufUtil$2
1156:             1             16  io.netty.buffer.PoolThreadCache$MemoryRegionCache$1
1157:             1             16  io.netty.buffer.PooledByteBufAllocator$1
1158:             1             16  io.netty.buffer.PooledByteBufAllocatorMetric
1159:             1             16  io.netty.buffer.PooledDirectByteBuf$1
1160:             1             16  io.netty.channel.AbstractChannelHandlerContext$WriteTask$1
1161:             1             16  io.netty.channel.ChannelFutureListener$1
1162:             1             16  io.netty.channel.ChannelFutureListener$2
1163:             1             16  io.netty.channel.ChannelFutureListener$3
1164:             1             16  io.netty.channel.ChannelHandlerMask$1
1165:             1             16  io.netty.channel.ChannelOutboundBuffer$1
1166:             1             16  io.netty.channel.ChannelOutboundBuffer$Entry$1
1167:             1             16  io.netty.channel.DefaultChannelPipeline$1
1168:             1             16  io.netty.channel.DefaultMessageSizeEstimator
1169:             1             16  io.netty.channel.DefaultMessageSizeEstimator$HandleImpl
1170:             1             16  io.netty.channel.DefaultSelectStrategy
1171:             1             16  io.netty.channel.DefaultSelectStrategyFactory
1172:             1             16  io.netty.channel.ReflectiveChannelFactory
1173:             1             16  io.netty.channel.VoidChannelPromise$1
1174:             1             16  io.netty.channel.nio.AbstractNioByteChannel$1
1175:             1             16  io.netty.channel.nio.AbstractNioChannel$1
1176:             1             16  io.netty.channel.nio.NioEventLoop$1
1177:             1             16  io.netty.handler.codec.ByteToMessageDecoder$1
1178:             1             16  io.netty.handler.codec.ByteToMessageDecoder$2
1179:             1             16  io.netty.handler.codec.CodecOutputList$1
1180:             1             16  io.netty.handler.codec.CodecOutputList$2
1181:             1             16  io.netty.util.NettyRuntime$AvailableProcessorsHolder
1182:             1             16  io.netty.util.Recycler$1
1183:             1             16  io.netty.util.Recycler$3
1184:             1             16  io.netty.util.concurrent.AbstractScheduledEventExecutor$1
1185:             1             16  io.netty.util.concurrent.AbstractScheduledEventExecutor$2
1186:             1             16  io.netty.util.concurrent.DefaultEventExecutorChooserFactory
1187:             1             16  io.netty.util.concurrent.DefaultPromise$CauseHolder
1188:             1             16  io.netty.util.concurrent.FastThreadLocal
1189:             1             16  io.netty.util.concurrent.GlobalEventExecutor$1
1190:             1             16  io.netty.util.concurrent.GlobalEventExecutor$TaskRunner
1191:             1             16  io.netty.util.concurrent.MultithreadEventExecutorGroup$1
1192:             1             16  io.netty.util.concurrent.RejectedExecutionHandlers$1
1193:             1             16  io.netty.util.concurrent.SingleThreadEventExecutor$1
1194:             1             16  io.netty.util.concurrent.SingleThreadEventExecutor$4
1195:             1             16  io.netty.util.concurrent.ThreadPerTaskExecutor
1196:             1             16  io.netty.util.internal.CleanerJava6
1197:             1             16  io.netty.util.internal.PlatformDependent$1
1198:             1             16  io.netty.util.internal.PlatformDependent$2
1199:             1             16  io.netty.util.internal.TypeParameterMatcher$1
1200:             1             16  io.netty.util.internal.logging.Log4J2LoggerFactory
1201:             1             16  io.netty.util.internal.logging.Log4JLoggerFactory
1202:             1             16  io.netty.util.internal.logging.Slf4JLoggerFactory
1203:             1             16  java.io.FileDescriptor$1
1204:             1             16  java.lang.ApplicationShutdownHooks$1
1205:             1             16  java.lang.CharacterData00
1206:             1             16  java.lang.CharacterDataLatin1
1207:             1             16  java.lang.ClassValue$Identity
1208:             1             16  java.lang.Float
1209:             1             16  java.lang.InheritableThreadLocal
1210:             1             16  java.lang.ProcessEnvironment$EntryComparator
1211:             1             16  java.lang.ProcessEnvironment$NameComparator
1212:             1             16  java.lang.Runtime
1213:             1             16  java.lang.String$CaseInsensitiveComparator
1214:             1             16  java.lang.System$2
1215:             1             16  java.lang.Terminator$1
1216:             1             16  java.lang.invoke.MemberName$Factory
1217:             1             16  java.lang.invoke.MethodHandleImpl$2
1218:             1             16  java.lang.invoke.MethodHandleImpl$3
1219:             1             16  java.lang.ref.Reference$1
1220:             1             16  java.lang.ref.Reference$Lock
1221:             1             16  java.lang.reflect.Proxy$KeyFactory
1222:             1             16  java.lang.reflect.Proxy$ProxyClassFactory
1223:             1             16  java.lang.reflect.ReflectAccess
1224:             1             16  java.net.InetAddress$2
1225:             1             16  java.net.URLClassLoader$7
1226:             1             16  java.nio.Bits$1
1227:             1             16  java.nio.channels.spi.AbstractSelector$1
1228:             1             16  java.nio.charset.CoderResult$1
1229:             1             16  java.nio.charset.CoderResult$2
1230:             1             16  java.nio.file.Files$AcceptAllFilter
1231:             1             16  java.security.AllPermission
1232:             1             16  java.security.ProtectionDomain$2
1233:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl
1234:             1             16  java.text.DontCareFieldPosition$1
1235:             1             16  java.util.Collections$EmptyEnumeration
1236:             1             16  java.util.Collections$EmptyIterator
1237:             1             16  java.util.Collections$EmptyList
1238:             1             16  java.util.Collections$EmptyListIterator
1239:             1             16  java.util.Collections$EmptySet
1240:             1             16  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
1241:             1             16  java.util.EnumMap$1
1242:             1             16  java.util.Hashtable$EntrySet
1243:             1             16  java.util.ResourceBundle$Control
1244:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble
1245:             1             16  java.util.Spliterators$EmptySpliterator$OfInt
1246:             1             16  java.util.Spliterators$EmptySpliterator$OfLong
1247:             1             16  java.util.Spliterators$EmptySpliterator$OfRef
1248:             1             16  java.util.WeakHashMap$KeySet
1249:             1             16  java.util.concurrent.ConcurrentHashMap$EntrySetView
1250:             1             16  java.util.concurrent.CountDownLatch
1251:             1             16  java.util.concurrent.SynchronousQueue$TransferStack
1252:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
1253:             1             16  java.util.function.Function$$Lambda$51/1192171522
1254:             1             16  java.util.jar.JarVerifier$3
1255:             1             16  java.util.jar.JavaUtilJarAccessImpl
1256:             1             16  java.util.logging.LogManager$1
1257:             1             16  java.util.logging.LogManager$3
1258:             1             16  java.util.logging.LoggingProxyImpl
1259:             1             16  java.util.regex.Pattern$4
1260:             1             16  java.util.regex.Pattern$Dot
1261:             1             16  java.util.regex.Pattern$LastNode
1262:             1             16  java.util.regex.Pattern$Node
1263:             1             16  java.util.stream.Collectors$$Lambda$30/351028485
1264:             1             16  java.util.stream.Collectors$$Lambda$31/1054932644
1265:             1             16  java.util.stream.Collectors$$Lambda$32/444920847
1266:             1             16  java.util.stream.Collectors$$Lambda$33/589835301
1267:             1             16  java.util.stream.Collectors$$Lambda$37/2024918163
1268:             1             16  java.util.stream.Collectors$$Lambda$52/1661081225
1269:             1             16  java.util.stream.Collectors$$Lambda$53/1882554559
1270:             1             16  java.util.stream.FindOps$$Lambda$46/2081191879
1271:             1             16  java.util.stream.FindOps$$Lambda$47/1128096251
1272:             1             16  java.util.zip.ZipFile$1
1273:             1             16  javax.xml.stream.SecuritySupport
1274:             1             16  kotlin.collections.EmptyIterator
1275:             1             16  kotlin.collections.EmptyList
1276:             1             16  kotlin.jvm.internal.CallableReference$NoReceiver
1277:             1             16  org.apache.log4j.DefaultCategoryFactory
1278:             1             16  org.apache.log4j.helpers.AppenderAttachableImpl
1279:             1             16  org.apache.log4j.or.DefaultRenderer
1280:             1             16  org.apache.log4j.or.RendererMap
1281:             1             16  org.apache.log4j.spi.DefaultRepositorySelector
1282:             1             16  org.jdom.AttributeList$1
1283:             1             16  org.jetbrains.jps.android.AndroidAdditionalRootProviderService
1284:             1             16  org.jetbrains.jps.android.AndroidBuilderService
1285:             1             16  org.jetbrains.jps.android.AndroidDexBuilder
1286:             1             16  org.jetbrains.jps.android.AndroidExcludedJavaSourceRootProvider
1287:             1             16  org.jetbrains.jps.android.AndroidLibraryPackagingBuilder
1288:             1             16  org.jetbrains.jps.android.AndroidManifestMergingBuilder
1289:             1             16  org.jetbrains.jps.android.AndroidPackagingBuilder
1290:             1             16  org.jetbrains.jps.android.AndroidPreDexBuilder
1291:             1             16  org.jetbrains.jps.android.AndroidResourceCachingBuilder
1292:             1             16  org.jetbrains.jps.android.AndroidResourcePackagingBuilder
1293:             1             16  org.jetbrains.jps.android.AndroidSourceGeneratingBuilder
1294:             1             16  org.jetbrains.jps.android.builder.AndroidAarDepsBuilder
1295:             1             16  org.jetbrains.jps.android.model.impl.JpsAndroidModelSerializerExtension
1296:             1             16  org.jetbrains.jps.ant.model.impl.JpsAntModelSerializerExtension
1297:             1             16  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Type$1
1298:             1             16  org.jetbrains.jps.api.CmdlineRemoteProto$Message$Type$1
1299:             1             16  org.jetbrains.jps.builders.impl.BuildDataPathsImpl
1300:             1             16  org.jetbrains.jps.builders.impl.logging.ProjectBuilderLoggerImpl
1301:             1             16  org.jetbrains.jps.builders.java.JavaBuilderExtensionImpl
1302:             1             16  org.jetbrains.jps.builders.java.dependencyView.ClassRepr$2
1303:             1             16  org.jetbrains.jps.builders.java.dependencyView.Mappings$$Lambda$44/1264213713
1304:             1             16  org.jetbrains.jps.builders.java.dependencyView.Mappings$1
1305:             1             16  org.jetbrains.jps.builders.java.dependencyView.ModuleRepr$2
1306:             1             16  org.jetbrains.jps.builders.logging.BuildLoggingManager
1307:             1             16  org.jetbrains.jps.cmdline.BuildMain$$Lambda$55/1961173763
1308:             1             16  org.jetbrains.jps.cmdline.BuildMain$2
1309:             1             16  org.jetbrains.jps.cmdline.LogSetup$MyLoggerFactory
1310:             1             16  org.jetbrains.jps.devkit.builder.JpsPluginSyntheticArtifactProvider
1311:             1             16  org.jetbrains.jps.devkit.builder.PluginJavaBuilderExtension
1312:             1             16  org.jetbrains.jps.devkit.model.JpsPluginModuleType
1313:             1             16  org.jetbrains.jps.devkit.model.impl.JpsDevKitModelSerializerExtension
1314:             1             16  org.jetbrains.jps.dmserver.model.impl.JpsDMModelSerializerExtension
1315:             1             16  org.jetbrains.jps.eclipse.model.JpsEclipseClasspathSerializer
1316:             1             16  org.jetbrains.jps.eclipse.model.JpsEclipseModelSerializerExtension
1317:             1             16  org.jetbrains.jps.gradle.compiler.GradleBuilderService
1318:             1             16  org.jetbrains.jps.gradle.compiler.GradleResourcesBuilder
1319:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleDependenciesEnumerationHandler$GradleFactory
1320:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleExtensionServiceImpl$$Lambda$24/1381713434
1321:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleExtensionServiceImpl$1
1322:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleModelSerializationExtension
1323:             1             16  org.jetbrains.jps.gwt.build.GwtBuilder
1324:             1             16  org.jetbrains.jps.gwt.build.GwtBuilderService
1325:             1             16  org.jetbrains.jps.gwt.model.impl.JpsGwtExtensionServiceImpl
1326:             1             16  org.jetbrains.jps.gwt.model.impl.JpsGwtModelSerializerExtension
1327:             1             16  org.jetbrains.jps.incremental.BuilderRegistry$$Lambda$54/854587510
1328:             1             16  org.jetbrains.jps.incremental.CleanupTempDirectoryExtension
1329:             1             16  org.jetbrains.jps.incremental.FSCache$1
1330:             1             16  org.jetbrains.jps.incremental.JavaBuilderService
1331:             1             16  org.jetbrains.jps.incremental.TargetTypeRegistry
1332:             1             16  org.jetbrains.jps.incremental.artifacts.ArtifactBuilderService
1333:             1             16  org.jetbrains.jps.incremental.artifacts.IncArtifactBuilder
1334:             1             16  org.jetbrains.jps.incremental.artifacts.impl.JpsBuilderArtifactServiceImpl
1335:             1             16  org.jetbrains.jps.incremental.dependencies.DependencyResolvingBuilder
1336:             1             16  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver
1337:             1             16  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver$ProjectDependenciesResolvingTarget
1338:             1             16  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver$ProjectDependenciesResolvingTargetType$1
1339:             1             16  org.jetbrains.jps.incremental.groovy.GroovyBuilder$RecompileStubSources
1340:             1             16  org.jetbrains.jps.incremental.groovy.GroovyBuilderService
1341:             1             16  org.jetbrains.jps.incremental.groovy.GroovyJavaBuilderExtension
