
 num     #instances         #bytes  class name
 497:             1             96  sun.nio.ch.ServerSocketChannelImpl
 498:             3             96  sun.nio.fs.NativeBuffer
 499:             3             96  sun.reflect.UnsafeStaticObjectFieldAccessorImpl
 500:             1             96  sun.security.jca.ProviderList$1
 501:             1             96  sun.security.provider.Sun
 502:             1             96  sun.util.calendar.Gregorian$Date
 503:             2             96  sun.util.locale.provider.LocaleResources$ResourceReference
 504:             1             88  io.netty.buffer.PoolChunk
 505:             1             88  java.net.DualStackPlainSocketImpl
 506:             1             88  java.net.URLClassLoader
 507:             1             88  java.util.jar.JarVerifier
 508:             1             88  org.apache.log4j.RollingFileAppender
 509:             1             88  sun.misc.Launcher$ExtClassLoader
 510:             2             80  [F
 511:             2             80  [Lio.netty.buffer.PoolArena;
 512:             1             80  [Lio.netty.handler.codec.CodecOutputList;
 513:             5             80  [Ljava.io.File;
 514:             1             80  [Ljava.util.concurrent.locks.Lock;
 515:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
 516:             3             80  [Ljdk.internal.org.objectweb.asm.Type;
 517:             1             80  [Lorg.jetbrains.jps.model.java.LanguageLevel;
 518:             2             80  com.intellij.util.concurrency.BoundedTaskExecutor
 519:             2             80  com.sun.xml.internal.stream.util.BufferAllocator
 520:             1             80  io.netty.buffer.PooledDirectByteBuf
 521:             2             80  java.io.BufferedWriter
 522:             2             80  java.io.ExpiringCache
 523:             2             80  java.lang.invoke.DirectMethodHandle$Interface
 524:             2             80  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
 525:             2             80  java.util.Locale$Category
 526:             2             80  java.util.Spliterators$IteratorSpliterator
 527:             1             80  java.util.concurrent.ThreadPoolExecutor
 528:             5             80  java.util.concurrent.atomic.AtomicBoolean
 529:             2             80  java.util.regex.Pattern$Loop
 530:             2             80  org.apache.log4j.helpers.PatternParser$CategoryPatternConverter
 531:             1             80  org.jetbrains.jps.cmdline.ProjectDescriptor
 532:             1             80  org.jetbrains.jps.model.java.impl.compiler.JpsJavaCompilerConfigurationImpl
 533:             2             80  sun.nio.ch.SocketAdaptor
 534:             2             80  sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl
 535:             2             80  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint
 536:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
 537:             2             72  [Lorg.jetbrains.jps.incremental.ModuleLevelBuilder;
 538:             2             72  [Lsun.security.jca.ProviderConfig;
 539:             3             72  com.intellij.openapi.util.io.FileAttributes$Type
 540:             3             72  com.intellij.util.ThreeState
 541:             3             72  com.sun.nio.file.ExtendedOpenOption
 542:             3             72  io.netty.buffer.PoolArena$SizeClass
 543:             3             72  java.io.OutputStreamWriter
 544:             3             72  java.lang.ThreadLocal$ThreadLocalMap
 545:             3             72  java.lang.annotation.RetentionPolicy
 546:             3             72  java.security.SecurityPermission
 547:             1             72  java.util.ResourceBundle$RBClassLoader
 548:             3             72  java.util.ServiceLoader$1
 549:             3             72  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater$1
 550:             3             72  java.util.logging.LogManager$5
 551:             1             72  java.util.logging.LogManager$RootLogger
 552:             3             72  java.util.regex.Pattern$CharProperty$1
 553:             3             72  java.util.stream.Collector$Characteristics
 554:             3             72  java.util.stream.MatchOps$MatchKind
 555:             3             72  org.jetbrains.jps.api.CmdlineRemoteProto$Message$Type
 556:             3             72  org.jetbrains.jps.builders.java.JavaModuleBuildTargetType$Loader
 557:             3             72  org.jetbrains.jps.builders.java.dependencyView.IntIntPersistentMultiMaplet
 558:             3             72  org.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl$FileLocation
 559:             3             72  org.jetbrains.jps.intellilang.instrumentation.InstrumentationType
 560:             3             72  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTarget
 561:             3             72  org.jetbrains.jps.model.library.JpsLibraryRoot$InclusionOptions
 562:             3             72  org.jetbrains.jps.model.library.impl.JpsLibraryRootRole
 563:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
 564:             3             72  sun.nio.fs.NativeBuffer$Deallocator
 565:             1             72  sun.reflect.DelegatingClassLoader
 566:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
 567:             2             64  [Lcom.sun.nio.file.ExtendedOpenOption;
 568:             2             64  [Lcom.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer;
 569:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
 570:             2             64  [Lio.netty.buffer.PoolArena$SizeClass;
 571:             2             64  [Lio.netty.util.ResourceLeakDetector$Level;
 572:             2             64  [Ljava.lang.Thread;
 573:             2             64  [Ljava.lang.annotation.RetentionPolicy;
 574:             2             64  [Ljava.util.stream.Collector$Characteristics;
 575:             2             64  [Lorg.jetbrains.jps.model.library.JpsLibraryRoot$InclusionOptions;
 576:             2             64  [Lsun.nio.fs.NativeBuffer;
 577:             4             64  com.intellij.openapi.util.io.FileFilters$1
 578:             2             64  com.intellij.util.EventDispatcher
 579:             1             64  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner
 580:             1             64  com.sun.org.apache.xerces.internal.impl.XMLStreamReaderImpl
 581:             2             64  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl
 582:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
 583:             4             64  com.sun.proxy.$Proxy2
 584:             2             64  io.netty.buffer.EmptyByteBuf
 585:             1             64  io.netty.buffer.PoolThreadCache
 586:             1             64  io.netty.buffer.PooledByteBufAllocator
 587:             2             64  io.netty.channel.AdaptiveRecvByteBufAllocator
 588:             1             64  io.netty.channel.ChannelOutboundBuffer
 589:             1             64  io.netty.channel.ChannelOutboundBuffer$Entry
 590:             1             64  io.netty.channel.DefaultChannelPipeline$HeadContext
 591:             1             64  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelConfig
 592:             2             64  io.netty.util.concurrent.DefaultPromise
 593:             1             64  io.netty.util.concurrent.GlobalEventExecutor
 594:             4             64  io.netty.util.internal.ObjectPool$RecyclerObjectPool
 595:             4             64  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher
 596:             2             64  java.io.PrintStream
 597:             2             64  java.lang.ClassValue$Entry
 598:             2             64  java.lang.NoSuchMethodError
 599:             2             64  java.lang.StringCoding$StringDecoder
 600:             2             64  java.lang.UnsupportedOperationException
 601:             2             64  java.lang.VirtualMachineError
 602:             2             64  java.lang.ref.ReferenceQueue$Null
 603:             2             64  java.security.MessageDigest$Delegate
 604:             1             64  java.security.SecureRandom
 605:             2             64  java.util.Collections$SynchronizedMap
 606:             2             64  java.util.Collections$UnmodifiableMap
 607:             4             64  java.util.HashMap$EntrySet
 608:             4             64  java.util.HashMap$Values
 609:             4             64  java.util.LinkedHashMap$LinkedKeySet
 610:             2             64  java.util.ResourceBundle$LoaderReference
 611:             2             64  java.util.regex.Pattern$Behind
 612:             2             64  java.util.stream.Collectors$CollectorImpl
 613:             2             64  java.util.stream.ReduceOps$3
 614:             2             64  java.util.stream.ReduceOps$3ReducingSink
 615:             1             64  org.apache.log4j.ConsoleAppender
 616:             2             64  org.apache.log4j.PatternLayout
 617:             2             64  org.jetbrains.jps.builders.java.FilteredResourceRootDescriptor
 618:             2             64  org.jetbrains.jps.incremental.groovy.GroovyBuilder
 619:             4             64  org.jetbrains.jps.model.impl.JpsUrlListRole
 620:             4             64  sun.net.www.protocol.jar.Handler
 621:             1             64  sun.nio.cs.ext.DoubleByte$Encoder
 622:             2             64  sun.reflect.UnsafeObjectFieldAccessorImpl
 623:             2             64  sun.security.provider.SecureRandom
 624:             1             56  [Lcom.google.protobuf.GeneratedMessageLite$MethodToInvoke;
 625:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType;
 626:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit;
 627:             1             56  [Ljava.lang.Runnable;
 628:             1             56  [Ljava.util.Map;
 629:             1             56  [Lsun.util.logging.PlatformLogger$Level;
 630:             1             56  [[I
 631:             1             56  com.intellij.util.io.PagedFileStorage$StorageLock
 632:             1             56  com.intellij.util.io.PagedFileStorage$StorageLock$1
 633:             1             56  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl
 634:             1             56  io.netty.channel.DefaultChannelPipeline$TailContext
 635:             1             56  java.net.SocketPermission
 636:             1             56  java.util.logging.LogManager
 637:             1             56  org.jetbrains.jps.incremental.storage.BuildDataManager
 638:             1             56  sun.nio.ch.SinkChannelImpl
 639:             1             56  sun.nio.ch.SourceChannelImpl
 640:             1             48  [Lcom.intellij.diagnostic.LoadingState;
 641:             1             48  [Lcom.sun.beans.util.Cache$CacheEntry;
 642:             1             48  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute;
 643:             1             48  [Ljava.beans.WeakIdentityMap$Entry;
 644:             3             48  [Ljava.lang.annotation.Annotation;
 645:             1             48  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
 646:             1             48  [Ljava.util.concurrent.TimeUnit;
 647:             1             48  [Lorg.jdom.Content$CType;
 648:             1             48  [Lsun.nio.ch.SelectionKeyImpl;
 649:             2             48  com.intellij.flex.build.FlexResourceBuildTargetType
 650:             2             48  com.intellij.openapi.util.LowMemoryWatcher$LowMemoryWatcherType
 651:             2             48  com.intellij.openapi.util.Pair
 652:             2             48  com.intellij.openapi.util.io.PathExecLazyValue
 653:             2             48  com.intellij.util.EventDispatcher$1
 654:             2             48  com.intellij.util.PathUtilRt$Platform
 655:             2             48  com.intellij.util.concurrency.AtomicFieldUpdater
 656:             2             48  com.intellij.util.containers.ConcurrentFactoryMap$2
 657:             3             48  com.intellij.util.containers.ContainerUtil$ImmutableListBackedByArray
 658:             2             48  com.intellij.util.containers.DisposableWrapperList
 659:             2             48  com.sun.org.apache.xerces.internal.impl.PropertyManager
 660:             1             48  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack
 661:             1             48  com.sun.xml.internal.stream.StaxErrorReporter
 662:             1             48  gnu.trove.TIntHashSet
 663:             1             48  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
 664:             1             48  io.netty.bootstrap.Bootstrap
 665:             1             48  io.netty.buffer.UnpooledHeapByteBuf
 666:             1             48  io.netty.channel.DefaultChannelPipeline
 667:             2             48  io.netty.channel.VoidChannelPromise
 668:             2             48  io.netty.util.Recycler$WeakOrderQueue$Head
 669:             3             48  io.netty.util.concurrent.PromiseTask$SentinelRunnable
 670:             2             48  io.netty.util.internal.DefaultPriorityQueue
 671:             2             48  java.io.BufferedOutputStream
 672:             2             48  java.io.File$PathStatus
 673:             3             48  java.lang.ClassLoader$2
 674:             1             48  java.lang.ProcessEnvironment
 675:             1             48  java.lang.invoke.BoundMethodHandle$Species_L4
 676:             2             48  java.lang.reflect.ReflectPermission
 677:             2             48  java.net.InetAddress$Cache
 678:             2             48  java.net.InetAddress$Cache$Type
 679:             2             48  java.net.StandardProtocolFamily
 680:             2             48  java.nio.charset.CoderResult
 681:             3             48  java.nio.charset.CodingErrorAction
 682:             1             48  java.util.Properties$LineReader
 683:             2             48  java.util.concurrent.ConcurrentLinkedQueue
 684:             2             48  java.util.concurrent.ConcurrentLinkedQueue$Node
 685:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker
 686:             2             48  java.util.logging.Logger$LoggerBundle
 687:             2             48  java.util.regex.Pattern$5
 688:             2             48  java.util.regex.Pattern$Prolog
 689:             2             48  java.util.regex.Pattern$SliceI
 690:             2             48  java.util.stream.Collectors$$Lambda$38/558922244
 691:             1             48  org.apache.log4j.Hierarchy
 692:             2             48  org.apache.log4j.helpers.FormattingInfo
 693:             2             48  org.apache.log4j.helpers.OnlyOnceErrorHandler
 694:             2             48  org.jetbrains.jps.builders.java.JavaModuleBuildTargetType
 695:             2             48  org.jetbrains.jps.builders.java.ResourcesTargetType
 696:             2             48  org.jetbrains.jps.builders.java.ResourcesTargetType$Loader
 697:             3             48  org.jetbrains.jps.builders.java.dependencyView.IntIntPersistentMultiMaplet$IntSetExternalizer
 698:             1             48  org.jetbrains.jps.builders.java.dependencyView.IntObjectPersistentMultiMaplet$1
 699:             1             48  org.jetbrains.jps.builders.java.dependencyView.ObjectObjectPersistentMultiMaplet$1
 700:             2             48  org.jetbrains.jps.gradle.model.impl.GradleResourcesTargetType
 701:             2             48  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget
 702:             2             48  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget$Type
 703:             2             48  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget$Type$1
 704:             2             48  org.jetbrains.jps.incremental.relativizer.CommonPathRelativizer
 705:             2             48  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTargetType
 706:             2             48  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTargetType$1
 707:             2             48  org.jetbrains.jps.maven.model.impl.MavenResourcesTargetType
 708:             3             48  org.jetbrains.jps.model.impl.JpsDummyElementImpl
 709:             2             48  org.jetbrains.jps.model.java.JavaResourceRootType
 710:             2             48  org.jetbrains.jps.model.java.JavaSourceRootType
 711:             2             48  org.jetbrains.jps.model.java.impl.JpsJavaDependenciesRootsEnumeratorImpl
 712:             2             48  org.jetbrains.jps.model.java.impl.compiler.JpsCompilerExcludesImpl
 713:             1             48  org.jetbrains.jps.model.java.impl.compiler.ProcessorConfigProfileImpl
 714:             3             48  org.jetbrains.jps.model.library.impl.JpsLibraryCollectionImpl
 715:             2             48  org.jetbrains.jps.model.module.impl.JpsDependenciesRootsEnumeratorBase$$Lambda$49/889486595
 716:             2             48  org.jetbrains.jps.model.module.impl.JpsSdkReferencesTableImpl
 717:             2             48  org.jetbrains.jps.model.serialization.library.JpsLibraryRootTypeSerializer
 718:             2             48  sun.misc.NativeSignalHandler
 719:             2             48  sun.misc.Signal
 720:             2             48  sun.nio.ch.Util$BufferCache
 721:             1             48  sun.nio.ch.WindowsSelectorImpl$FdMap
 722:             2             48  sun.security.jca.ProviderList
 723:             2             48  sun.security.jca.ProviderList$3
 724:             2             48  sun.security.util.DisabledAlgorithmConstraints$DisabledConstraint
 725:             1             48  sun.util.resources.CalendarData
 726:             1             48  sun.util.resources.zh.CalendarData_zh
 727:             1             40  [Ljava.nio.charset.Charset;
 728:             1             40  [Ljava.util.stream.StreamOpFlag;
 729:             1             40  [Lsun.nio.fs.WindowsPathType;
 730:             1             40  [Lsun.security.util.DisabledAlgorithmConstraints$Constraint$Operator;
 731:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
 732:             1             40  [[Ljava.lang.invoke.LambdaForm$Name;
 733:             1             40  [[S
 734:             1             40  com.intellij.openapi.util.io.FileAttributes
 735:             1             40  com.sun.beans.finder.MethodFinder$1
 736:             1             40  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
 737:             1             40  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool
 738:             1             40  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription
 739:             1             40  com.sun.org.apache.xerces.internal.util.SymbolTable
 740:             1             40  com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer
 741:             1             40  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager
 742:             1             40  com.sun.xml.internal.stream.XMLEntityStorage
 743:             1             40  io.netty.channel.AbstractChannel$CloseFuture
 744:             1             40  io.netty.channel.DefaultChannelPromise
 745:             1             40  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelUnsafe
 746:             1             40  io.netty.handler.codec.protobuf.ProtobufVarint32FrameDecoder
 747:             1             40  java.beans.WeakIdentityMap$Entry
 748:             1             40  java.util.HashMap$EntryIterator
 749:             1             40  java.util.ResourceBundle$1
 750:             1             40  org.apache.log4j.helpers.CountingQuietWriter
 751:             1             40  org.apache.log4j.helpers.PatternParser$DatePatternConverter
 752:             1             40  org.apache.log4j.spi.RootLogger
 753:             1             40  org.jetbrains.jps.cmdline.PreloadedData
 754:             1             40  org.jetbrains.jps.incremental.storage.BuildTargetsState
 755:             1             40  org.jetbrains.jps.incremental.storage.FileTimestampStorage
 756:             1             40  org.jetbrains.jps.incremental.storage.OneToManyPathsMapping
 757:             1             40  org.jetbrains.jps.incremental.storage.OutputToTargetRegistry
 758:             1             40  org.jetbrains.jps.model.impl.JpsProjectImpl
 759:             1             40  org.jetbrains.jps.model.java.compiler.EclipseCompilerOptions
 760:             1             40  org.jetbrains.jps.model.java.impl.JpsJavaModuleExtensionImpl
 761:             1             40  sun.nio.ch.SelectionKeyImpl
 762:             1             40  sun.nio.cs.StandardCharsets$Aliases
 763:             1             40  sun.nio.cs.StandardCharsets$Cache
 764:             1             40  sun.nio.cs.StandardCharsets$Classes
 765:             1             40  sun.nio.cs.ext.ExtendedCharsets
 766:             1             40  sun.reflect.generics.repository.MethodRepository
 767:             1             32  [Lcom.intellij.openapi.util.io.FileAttributes$Type;
 768:             1             32  [Lcom.intellij.util.ThreeState;
 769:             1             32  [Lcom.sun.beans.util.Cache$Kind;
 770:             1             32  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap;
 771:             2             32  [Ljava.lang.Enum;
 772:             1             32  [Ljava.lang.OutOfMemoryError;
 773:             1             32  [Ljava.lang.ThreadGroup;
 774:             1             32  [Ljava.lang.invoke.LambdaFormEditor$Transform;
 775:             2             32  [Ljava.security.cert.Certificate;
 776:             2             32  [Ljava.util.Map$Entry;
 777:             1             32  [Ljava.util.stream.MatchOps$MatchKind;
 778:             1             32  [Ljava.util.stream.StreamShape;
 779:             1             32  [Lorg.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Type;
 780:             1             32  [Lorg.jetbrains.jps.api.CmdlineRemoteProto$Message$Type;
 781:             1             32  [Lorg.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl$FileLocation;
 782:             1             32  [Lorg.jetbrains.jps.intellilang.instrumentation.InstrumentationType;
 783:             1             32  [Lorg.jetbrains.jps.model.java.JpsJavaClasspathKind;
 784:             1             32  [Lorg.jetbrains.jps.model.serialization.JpsGlobalExtensionSerializer;
 785:             1             32  com.google.protobuf.CodedOutputStream$ArrayEncoder
 786:             1             32  com.google.protobuf.UnknownFieldSetLite
 787:             1             32  com.intellij.lang.aspectj.build.config.AjCompilerSettings
 788:             1             32  com.intellij.openapi.fileTypes.impl.FileTypeAssocTable
 789:             2             32  com.intellij.openapi.util.StaticGetter
 790:             2             32  com.intellij.util.containers.LockFreeCopyOnWriteArrayList
 791:             1             32  com.intellij.util.containers.WeakList
 792:             1             32  com.intellij.util.io.CachingEnumerator
 793:             1             32  com.intellij.util.io.PersistentHashMapValueStorage$1
 794:             1             32  com.intellij.util.io.PersistentHashMapValueStorage$2
 795:             1             32  com.intellij.util.io.PersistentHashMapValueStorage$3
 796:             1             32  com.intellij.util.text.CharArrayCharSequence
 797:             2             32  com.intellij.util.text.CharSequenceHashingStrategy
 798:             2             32  com.intellij.util.xmlb.SkipDefaultValuesSerializationFilters
 799:             2             32  com.sun.beans.WeakCache
 800:             1             32  com.sun.beans.finder.BeanInfoFinder
 801:             1             32  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
 802:             1             32  com.sun.org.apache.xerces.internal.util.NamespaceSupport
 803:             1             32  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 804:             1             32  io.netty.buffer.UnpooledByteBufAllocator
 805:             1             32  io.netty.channel.AbstractChannelHandlerContext$WriteTask
 806:             1             32  io.netty.channel.DefaultChannelId
 807:             1             32  io.netty.channel.nio.NioEventLoopGroup
 808:             1             32  io.netty.handler.codec.CodecOutputList$CodecOutputLists
 809:             1             32  io.netty.handler.codec.protobuf.ProtobufDecoder
 810:             1             32  io.netty.util.Recycler$WeakOrderQueue$Link
 811:             1             32  io.netty.util.ResourceLeakDetector
 812:             1             32  io.netty.util.concurrent.DefaultThreadFactory
 813:             1             32  java.beans.ThreadGroupContext
 814:             1             32  java.beans.ThreadGroupContext$1
 815:             1             32  java.io.WinNTFileSystem
 816:             1             32  java.lang.ArithmeticException
 817:             1             32  java.lang.NoSuchMethodException
 818:             1             32  java.lang.NullPointerException
 819:             2             32  java.lang.Shutdown$Lock
 820:             1             32  java.lang.StackTraceElement
 821:             1             32  java.lang.StringCoding$StringEncoder
 822:             1             32  java.lang.reflect.WeakCache
 823:             1             32  java.lang.reflect.WeakCache$CacheKey
 824:             2             32  java.nio.ByteOrder
 825:             1             32  java.security.BasicPermissionCollection
 826:             1             32  java.text.DontCareFieldPosition
 827:             2             32  java.util.IdentityHashMap$KeySet
 828:             2             32  java.util.LinkedHashMap$LinkedValues
 829:             1             32  java.util.Random
 830:             1             32  java.util.UUID
 831:             1             32  java.util.concurrent.CancellationException
 832:             1             32  java.util.concurrent.CountDownLatch$Sync
 833:             1             32  java.util.concurrent.SynchronousQueue
 834:             1             32  java.util.concurrent.SynchronousQueue$TransferStack$SNode
 835:             1             32  java.util.concurrent.ThreadLocalRandom
 836:             2             32  java.util.concurrent.atomic.AtomicReference
 837:             1             32  java.util.logging.LogManager$SystemLoggerContext
 838:             1             32  java.util.regex.Pattern$BnM
 839:             2             32  java.util.stream.Collectors$$Lambda$39/339099861
 840:             1             32  org.jetbrains.jps.builders.impl.BuildRootIndexImpl
 841:             1             32  org.jetbrains.jps.builders.impl.BuildTargetIndexImpl
 842:             1             32  org.jetbrains.jps.builders.java.JavaSourceRootDescriptor
 843:             1             32  org.jetbrains.jps.builders.java.dependencyView.DependencyContext
 844:             1             32  org.jetbrains.jps.builders.java.dependencyView.Mappings$2
 845:             1             32  org.jetbrains.jps.cmdline.BuildMain$MyMessageHandler
 846:             1             32  org.jetbrains.jps.cmdline.BuildRunner
 847:             1             32  org.jetbrains.jps.cmdline.JpsModelLoaderImpl
 848:             1             32  org.jetbrains.jps.incremental.BuilderRegistry
 849:             1             32  org.jetbrains.jps.incremental.CompilerEncodingConfiguration
 850:             1             32  org.jetbrains.jps.incremental.fs.BuildFSState
 851:             2             32  org.jetbrains.jps.incremental.groovy.CompilingGroovycRunner
 852:             1             32  org.jetbrains.jps.incremental.groovy.GreclipseBuilder
 853:             1             32  org.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl
 854:             1             32  org.jetbrains.jps.model.impl.JpsGlobalImpl
 855:             1             32  org.jetbrains.jps.model.impl.JpsModelImpl
 856:             1             32  org.jetbrains.jps.model.impl.runConfiguration.JpsRunConfigurationImpl
 857:             1             32  org.jetbrains.jps.model.java.compiler.JpsJavaCompilerOptions
 858:             1             32  org.jetbrains.jps.model.java.compiler.RmicCompilerOptions
 859:             1             32  org.jetbrains.jps.model.library.impl.JpsLibraryImpl
 860:             1             32  org.jetbrains.jps.model.library.impl.JpsSdkReferenceImpl
 861:             1             32  org.jetbrains.jps.model.library.impl.sdk.JpsSdkImpl
 862:             2             32  org.jetbrains.jps.model.module.impl.JpsDependenciesRootsEnumeratorBase$$Lambda$48/487694075
 863:             1             32  org.jetbrains.jps.model.module.impl.JpsModuleImpl
 864:             1             32  org.jetbrains.jps.model.module.impl.JpsModuleSourceRootImpl
 865:             1             32  sun.nio.ch.AllocatedNativeObject
 866:             1             32  sun.nio.ch.PollArrayWrapper
 867:             1             32  sun.nio.ch.ServerSocketAdaptor
 868:             2             32  sun.nio.ch.SocketDispatcher
 869:             1             32  sun.nio.ch.WindowsSelectorImpl$MapEntry
 870:             1             32  sun.nio.ch.WindowsSelectorImpl$SubSelector
 871:             1             32  sun.nio.cs.StandardCharsets
 872:             1             32  sun.nio.fs.WindowsFileSystem
 873:             1             32  sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl
 874:             1             32  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl
 875:             1             32  sun.reflect.generics.tree.MethodTypeSignature
 876:             1             32  sun.util.locale.provider.LocaleResources
 877:             1             32  sun.util.locale.provider.LocaleServiceProviderPool
 878:             1             24  [Lcom.intellij.flex.build.FlexResourceBuildTargetType;
 879:             1             24  [Lcom.intellij.lang.aspectj.build.AjBuilderBase;
 880:             1             24  [Lcom.intellij.openapi.util.LowMemoryWatcher$LowMemoryWatcherType;
 881:             1             24  [Lcom.intellij.util.PathUtilRt$Platform;
 882:             1             24  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property;
 883:             1             24  [Lio.netty.util.concurrent.EventExecutor;
 884:             1             24  [Lio.netty.util.concurrent.GenericFutureListener;
 885:             1             24  [Ljava.io.File$PathStatus;
 886:             1             24  [Ljava.lang.ClassValue$Entry;
 887:             1             24  [Ljava.net.InetAddress$Cache$Type;
 888:             1             24  [Ljava.net.StandardProtocolFamily;
 889:             1             24  [Ljava.util.Locale$Category;
 890:             1             24  [Lorg.jetbrains.jps.builders.java.JavaModuleBuildTargetType;
 891:             1             24  [Lorg.jetbrains.jps.builders.java.ResourcesTargetType;
 892:             1             24  [Lorg.jetbrains.jps.gradle.model.impl.GradleResourcesTargetType;
 893:             1             24  [Lorg.jetbrains.jps.incremental.groovy.CheckResourcesTarget$Type;
 894:             1             24  [Lorg.jetbrains.jps.maven.model.impl.MavenResourcesTargetType;
 895:             1             24  [Lorg.jetbrains.jps.model.serialization.library.JpsLibraryRootTypeSerializer;
 896:             1             24  [Lorg.jetbrains.jps.uiDesigner.compiler.FormsBuilder;
 897:             1             24  [Lsun.launcher.LauncherHelper;
 898:             1             24  com.intellij.flex.build.FlexBuildTargetType
 899:             1             24  com.intellij.flex.model.sdk.JpsFlexSdkType
 900:             1             24  com.intellij.flex.model.sdk.JpsFlexmojosSdkType
 901:             1             24  com.intellij.jps.flex.build.FlexBuilder
 902:             1             24  com.intellij.lang.aspectj.build.AjTranslatingBuilder
 903:             1             24  com.intellij.lang.aspectj.build.AjWeavingBuilder
 904:             1             24  com.intellij.lang.aspectj.build.config.AjJpsCompilerSettings
 905:             1             24  com.intellij.openapi.fileTypes.WildcardFileNameMatcher
 906:             1             24  com.intellij.openapi.fileTypes.impl.IgnoredPatternSet
 907:             1             24  com.intellij.openapi.util.TextRange
 908:             1             24  com.intellij.openapi.util.text.StringUtil$MyHtml2Text
 909:             1             24  com.intellij.util.ConcurrencyUtil$$Lambda$8/2110245805
 910:             1             24  com.intellij.util.containers.ConcurrentIntKeyWeakValueHashMap
 911:             1             24  com.intellij.util.containers.ContainerUtil$10
 912:             1             24  com.intellij.util.containers.ImmutableList$Itr
 913:             1             24  com.intellij.util.containers.MultiMap$EmptyMap
 914:             1             24  com.intellij.util.io.PagedFileStorage$StorageLockContext
 915:             1             24  com.intellij.util.io.PersistentEnumeratorBase$FlyweightKey
 916:             1             24  com.intellij.util.io.PersistentStringEnumerator
 917:             1             24  com.sun.beans.util.Cache$Kind$1
 918:             1             24  com.sun.beans.util.Cache$Kind$2
 919:             1             24  com.sun.beans.util.Cache$Kind$3
 920:             1             24  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
 921:             1             24  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
 922:             1             24  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager
 923:             1             24  com.sun.xml.internal.stream.XMLInputFactoryImpl
 924:             1             24  gnu.trove.THashMap$EntryView
 925:             1             24  io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache
 926:             1             24  io.netty.buffer.UnpooledByteBufAllocator$UnpooledByteBufAllocatorMetric
 927:             1             24  io.netty.channel.ChannelMetadata
 928:             1             24  io.netty.channel.ChannelOption$1
 929:             1             24  io.netty.channel.SucceededChannelFuture
 930:             1             24  io.netty.channel.WriteBufferWaterMark
